/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0001.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0001.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0002.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0002.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0003.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0003.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0004.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0004.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0005.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0005.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0006.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0006.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0007.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0007.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0008.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0008.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0009.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0009.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0010.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0010.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0011.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0011.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0012.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0012.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0013.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0013.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0014.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0014.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0015.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0015.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0016.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0016.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0017.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0017.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0018.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0018.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0019.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0019.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0020.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0020.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0021.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0021.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0022.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0022.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0023.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0023.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0024.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0024.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0025.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0025.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0026.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0026.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0027.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0027.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0028.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0028.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0029.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0029.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0030.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0030.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0031.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0031.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0032.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0032.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0033.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0033.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0034.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0034.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0035.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0035.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0036.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0036.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0037.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0037.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0038.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0038.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0039.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0039.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0040.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0040.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0041.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0041.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0042.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0042.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0043.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0043.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0044.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0044.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0045.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0045.npy,0
/your_data_path/data/ModelNet40_VHFM/airplane/train/airplane_0046.npy,/your_data_path/data/ModelNet40_points/airplane/train/airplane_0046.npy,0
